Title,Product link,Price,Category,Brand,Model,Seller,Viewes,Availability,Processor,GPU,Display,Screen Size,Resolution,Storage,RAM,Cache,Cores/Threads,Battery,Operating System
"Asus FX507VV-LP156W TUF Gaming F15 Intel Core i7-13620H Processor 16GB RAM 1TB SSD NVIDIA GeForce RTX 4060 8GB Graphics Windows 11 15.6-inch FHD 16 9 144Hz Display Gaming Laptop  Jaeger Gray","https://www.sigma-computer.com/item?id=6866&name=Asus_FX507VV-LP156W_TUF_Gaming_F15_Intel_Core_i7-13620H_Processor_16GB_RAM_1TB_SSD_NVIDIA_GeForce_RTX_4060_8GB_Graphics_Windows_11_15.6-inch_FHD_16:9_144Hz_Display_Gaming_Laptop,_Jaeger_Gray","54999 LE","Laptop","ASUS","FX507VV-LP156W","sigma","16839 items","Out of stock","Not mentioned","NVIDIA GeForce RTX 4060. 8GB GDDR6","15.6-inch FHD (1920 x 1080). IPS-level. 144Hz. G-Sync","Not mentioned","Not mentioned","1TB PCIe 4.0 NVMe M.2 SSD","16GB DDR5-4800. dual-channel. up to 32GB","Not mentioned","Not mentioned","90Wh. 4-cell Li-ion","Not mentioned"
"Lenovo IdeaPad 1 15IAU7 82QD00AVED Laptop  Intel Core I7-1255U  512GB SSD  8GB RAM  15.6 Inch  FHD Display  Integrated Intel Iris Xe  Windows 11 - Abyss Blue with Laptop Shoulder Bag  Black - T210","https://www.sigma-computer.com/item?id=6860&name=Lenovo_IdeaPad_1_15IAU7_82QD00AVED_Laptop,_Intel_Core_I7-1255U,_512GB_SSD,_8GB_RAM,_15.6_Inch,_FHD_Display,_Integrated_Intel_Iris_Xe,_Windows_11_-_Abyss_Blue_with_Laptop_Shoulder_Bag,_Black_-_T210","27499 LE","Laptop","Lenovo","82QD00AVED","sigma","3667 items","In stock","Intel Core i7-1255U (10 cores. up to 4.7 GHz)","Not mentioned","15.6-inch FHD (1920 x 1080) TN panel. anti-glare","Not mentioned","Not mentioned","8GB DDR4","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Windows 11"
"ASUS Vivobook 15 A1502ZA-EJ005W Laptop 15.6-inch FHD Intel i5-12500H 8GB RAM 512GB SSD Intel UHD Graphics Win11 Quiet Blue","https://www.sigma-computer.com/item?id=6852&name=ASUS_Vivobook_15_A1502ZA-EJ005W_Laptop_15.6-inch_FHD_Intel_i5-12500H_8GB_RAM_512GB_SSD_Intel_UHD_Graphics_Win11_Quiet_Blue","24499 LE","Laptop","ASUS"," A1502ZA-EJ005W","sigma","5526 items","Out of stock","### **Operating System**- Windows 11 Home","### **Processor**- Intel Core i5-12500H. 2.5 GHz (up to 4.5 GHz. 4 Performance cores + 8 Efficient cores)","### **Display**- 15.6-inch FHD (1920 x 1080)- 60Hz- 220 nits","Not mentioned","Not mentioned","### **Graphics**- Intel UHD Graphics","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned"
"HP Victus 15-FA1097NE Gaming Laptop Intel Core i7-13700H     16GB Ram DDR4     M.2 NVMe 512GB     Nvidia RTX 4050 6GB     15.6 Inch FHD IPS 144Hz","https://www.sigma-computer.com/item?id=6848&name=HP_Victus_15-FA1097NE_Gaming_Laptop_Intel_Core_i7-13700H_–_16GB_Ram_DDR4_–_M.2_NVMe_512GB_–_Nvidia_RTX_4050_6GB_–_15.6_Inch_FHD_IPS_144Hz","47999 LE","Laptop","HP","FA1097NE","sigma","6208 items","Out of stock","Intel Core i7-13700H. 13th Gen","Not mentioned","Not mentioned","15.6" FHD. 144 Hz","Not mentioned","16GB DDR4-3200 MHz","Not mentioned","Not mentioned","Not mentioned","4-Cell 70 Wh Lithium-Ion","DOS"
"Asus ROG Zephyrus G16 GU605MY-QR061W  Intel Core Ultra 9 185H  32GB RAM  2TB SSD  NVIDIA RTX 4090 graphics  16-inch 2.5K OLED screen  Windows 11 - Gray","https://www.sigma-computer.com/item?id=6847&name=Asus_ROG_Zephyrus_G16_GU605MY-QR061W,_Intel_Core_Ultra_9_185H,_32GB_RAM,_2TB_SSD,_NVIDIA_RTX_4090_graphics,_16-inch_2.5K_OLED_screen,_Windows_11_-_Gray","169999 LE","Laptop","ASUS","Zephyrus G16","sigma","6639 items","In stock","Intel Core Ultra 9. 2.3 GHz (up to 5.1 GHz. 16 cores)","NVIDIA GeForce RTX 4090 Laptop GPU. 16GB GDDR6","16-inch 2.5K OLED. 240Hz refresh rate. 0.2ms response time","Not mentioned","Not mentioned","32GB LPDDR5X (16GB x 2)","Not mentioned","Not mentioned","Not mentioned","90WHrs. 4-cell Li-ion","Windows 11 Home"
"LAPTOP ASUS ROG Strix SCAR 18 G834JZR-N6027W - Intel   Core    i9-14900HX - NVIDIA   GeForce RTX    4080 12GB - 32GB DDR5-5600 - 1TB PCIe   4.0 NVMe -  18-inch 2.5K 240Hz - Windows 11.","https://www.sigma-computer.com/item?id=6846&name=LAPTOP_ASUS_ROG_Strix_SCAR_18_G834JZR-N6027W_-_Intel®_Core™_i9-14900HX_-_NVIDIA®_GeForce_RTX™_4080_12GB_-_32GB_DDR5-5600_-_1TB_PCIe®_4.0_NVMe_-__18-inch_2.5K_240Hz_-_Windows_11.","133333 LE","Laptop","ASUS","G834JZR-N6027W","sigma","8083 items","In stock","Intel® Core™ i9-14900HX (24 Cores. up to 5.8GHz)","NVIDIA® GeForce RTX™ 4080 (12GB GDDR6. 175W)","18-inch 2.5K (2560x1600). 240Hz. G-SYNC. Dolby Vision. 100% DCI-P3","Not mentioned","Not mentioned","1TB PCIe® 4.0 NVMe SSD","32GB DDR5-5600 (Upgradable to 64GB)","Not mentioned","Not mentioned","90WHrs. 330W adapter + 100W USB-C charging","Not mentioned"
"MSI Cyborg 15 A13VF Core i7-13620H-16GB 5200MHZ DDR5 RAM - 512GB SSD GEN4 - RTX 4060 8GB 15.6","https://www.sigma-computer.com/item?id=6845&name=MSI_Cyborg_15_A13VF_Core_i7-13620H-16GB_5200MHZ_DDR5_RAM_-_512GB_SSD_GEN4_-_RTX_4060_8GB_15.6","53999 LE","Laptop","MSI","Cyborg 15 A13VF","sigma","11825 items","Out of stock","MSI. Cyborg 15 A13VF. Intel Core i7-13620H. 512GB SSD. 16GB Ram. Nvidia GeForce RTX 4060 8GB. 15.6" Inch. FHD. Win.11. The MSI Cyborg 15 A13VF embodies the next phase of gaming evolution with its futuristic mechanized exterior design. Dive into the world of games in cyberpunk style. flaunting sci-fi fashion. and outplaying opponents with revolutionary hardware. The laptop's translucent parts on the keyboard and chassis reveal parts of the internals. giving a glimpse into the future of gaming design. The cybernetic-like trims and language from top to bottom reimagine what the future entails.","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned"
"MSI Modern 14 C12MO Thin and Light Laptop   14 Inch FHD IPS   Intel Core i3-1215U   8GB RAM   256GB SSD   Intel   UHD Graphics   White Backlit Keyboard   Black","https://www.sigma-computer.com/item?id=6769&name=MSI_Modern_14_C12MO_Thin_and_Light_Laptop_|_14_Inch_FHD_IPS_|_Intel_Core_i3-1215U_|_8GB_RAM_|_256GB_SSD_|_Intel®_UHD_Graphics_|_White_Backlit_Keyboard_|_Black","16299 LE","Laptop","MSI","14 C12MO","sigma","7182 items","In stock","Model Name MSI Modern 14 C12MO Thin and Light LaptopProcessor Intel 12th Gen Alder Lake Core i3-1215UMemory Onboard DDR4 8GB (3200MHz)","Storage 256GB NVMe PCIe SSDGraphics Card Intel UHD GraphicsDisplay","WARRANTY 1-YearKeyboard White Backlit KeyboardWLAN Intel Wi-Fi 6 AX201(2*2 ax) + BT5.2","Not mentioned","Not mentioned","14.0 Inch FHD (1920x1080). IPS-LevelOperating System DOSColor Classic Black","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned"
"MSI-KATANA 17 B13VGK i9-13900H-RAM 16G DDR5 5200mhz-HD512G M.2 Gen4 -VGA RTX 4070 8G DDR6-17.3-FHD IPS 144HZ-W11-41-NB-9S7-17L541-1205","https://www.sigma-computer.com/item?id=6768&name=MSI-KATANA_17_B13VGK_i9-13900H-RAM_16G_DDR5_5200mhz-HD512G_M.2_Gen4_-VGA_RTX_4070_8G_DDR6-17.3-FHD_IPS_144HZ-W11-41-NB-9S7-17L541-1205","77930 LE","Laptop","MSI","Katana 17 B13VGK","sigma","2548 items","Out of stock","-13th Gen Intel® Core™ i9-13900H processor-NVIDIA® GeForce RTX™ 4070 Laptop GPU-16GB--2*8. DDR5-5200MHZ-512GN*1 NVMe SSD PCIe Gen4-17.3" FHD(1920x1080). 144Hz Refresh Rate. IPS-Level-Windows 11 Home (MSI recommends Windows 11 Pro for business.)","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned"
"MSI Cyborg 15 AI A1V Gaming   Content Creation Laptop   MSI AI Engine   Intel Core Ultra 7 155H   GeForce RTX 4060 8GB   16GB DDR5 RAM   512GB SSD   15.6 Inch FHD 144Hz IPS    Windows 11   RGB Backlit Keyboard","https://www.sigma-computer.com/item?id=6767&name=MSI_Cyborg_15_AI_A1V_Gaming_&_Content_Creation_Laptop_|_MSI_AI_Engine_|_Intel_Core_Ultra_7_155H_|_GeForce_RTX_4060_8GB_|_16GB_DDR5_RAM_|_512GB_SSD_|_15.6_Inch_FHD_144Hz_IPS_|__Windows_11_|_RGB_Backlit_Keyboard","60999 LE","Laptop","MSI","Cyborg 15 AI A1V","sigma","5346 items","Out of stock","PROCESSOR Intel Core Ultra 7 155H with Intel® AI Boost (NPU)MEMORY 16GB DDR5 Dual-Channel Memory 8GBx2. Max 96GB Up to DDR5-5600STORAGE 512GB NVMe PCIe Gen4 SSD","GRAPHICS CARD NVIDIA® GeForce RTX™ 4060 Laptop GPU 8GB GDDR6DISPLAY 15.6 Inch FHD (1920x1080). 144Hz. IPS-LevelOPERATING SYSTEM Windows 11","BATTERY 3-Cell 53.5 Battery (Whr)","Not mentioned","Not mentioned","COLOR Translucent BlackKEYBOARD 4-Zone RGB Gaming KeyboardWLAN Intel® Wi-Fi 6E AX211","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned"
"MSI Vector 17 HX A14V - i9-14900HX - 32GB DDR5-5600 MHz - 1TB NVMe M.2 Gen4 - RTX 4080 12GB GDDR6 - 17.3 QHD 240Hz IPS - Windows 11","https://www.sigma-computer.com/item?id=6766&name=MSI_Vector_17_HX_A14V_-_i9-14900HX_-_32GB_DDR5-5600_MHz_-_1TB_NVMe_M.2_Gen4_-_RTX_4080_12GB_GDDR6_-_17.3_QHD_240Hz_IPS_-_Windows_11","131845 LE","Laptop","MSI","Vector 17 HX A14V","sigma","4124 items","Out of stock","The MSI Vector 17 HX A14VHG is a high-performance gaming laptop that excels in delivering immersive gaming and productivity experiences. Its Intel Core i9-14900HX processor. paired with the NVIDIA GeForce RTX 4080 GPU and a stunning 240Hz QHD+ display. ensures smooth gameplay. sharp visuals. and responsive performance. The advanced cooling system. Killer Wi-Fi 7. and robust connectivity options make it a versatile machine for both gamers and professionals.","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned"
"LAPTOP AORUS 16X 9KG 43EEC54SH 2024 CPU RPL i7-13650HX RAM DDR5 4800 8GB 2 VGA RTX 4060 GDDR6 8G HDD 1tb SSD Gen4 16.0 QHD 165Hz DOS","https://www.sigma-computer.com/item?id=6764&name=LAPTOP_AORUS_16X_9KG_43EEC54SH_2024_CPU_RPL_i7-13650HX_RAM_DDR5_4800_8GB*2_VGA_RTX_4060_GDDR6_8G_HDD_1tb_SSD_Gen4_16.0_QHD_165Hz_DOS","65999 LE","Laptop","Gigabyte","AORUS 16X 9KG 2024","sff4$vjs2hf5kg","166884 items","Out of stock","Model  AORUS 16X 9KG 2024","CPU  ntel® Core™ i7-13650HX Processor (24M Cache. up to 4.9 GHz. 14 cores  6 P-core and 8 E-core)","Display  6.0“ 1610 QHD 165Hz Display","Not mentioned","Not mentioned","Video Graphics  NVIDIA® GeForce RTX™ 4060 Laptop GPU 8GB GDDR6","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned"
"ASUS TUF Gaming A15 FA506NF-HN005W Ryzen 5 7535HS-RTX 2050 4GB GDDR6-RAM 8GB DDR5 -512GB SSD-15.6 FHD IPS 144HZ","https://www.sigma-computer.com/item?id=6732&name=ASUS_TUF_Gaming_A15_FA506NF-HN005W_Ryzen_5_7535HS-RTX_2050_4GB_GDDR6-RAM_8GB_DDR5_-512GB_SSD-15.6_FHD_IPS_144HZ","28899 LE","Laptop","ASUS","FA506NF-HN005W","sigma","10836 items","Out of stock","Graphics NVIDIA® GeForce RTX 2050 Laptop GPU. Up to 1670MHz at 60W (70W with Dynamic Boost). 4GB GDDR6","Memory 8GB DDR5-5600 SO-DIMM x 2. Max Capacity 32GBStorage 512GB PCIe® 4.0 NVMe M.2 SSD","Operating System Windows","Not mentioned","Not mentioned","Display 15.6-inch. FHD (1920 x 1080) 169. Value IPS-level. Anti-glare display. sRGB62.5%. Adobe47.34%. Refresh Rate144Hz. Adaptive-Sync. Optimus","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned"
"ASUS TUF Gaming F15 FX507VU-LP163W - Intel Core i7-13620H - NVIDIA GeForce RTX 4050 6GB - 16GB DDR5  4800 MHz - 512GB PCIe 4.0 NVMe - 15.6-inch FHD 144HZ - Windows 11.","https://www.sigma-computer.com/item?id=6730&name=ASUS_TUF_Gaming_F15_FX507VU-LP163W_-_Intel_Core_i7-13620H_-_NVIDIA_GeForce_RTX_4050_6GB_-_16GB_DDR5,_4800_MHz_-_512GB_PCIe_4.0_NVMe_-_15.6-inch_FHD_144HZ_-_Windows_11.","49499 LE","Laptop","ASUS","FX507VU-LP163W","sff4$vjs2hf5kg","16633 items","In stock","ضمــــــان سنــــةProcessorIntel Core i7-13620H  . 6 Cores. (up to 2.4 GHz)","GraphicsNVIDIA GeForce RTX 4050 Laptop GPU. 6GBRam","Display15.6-inch. FHD (1920 x 1080). Refresh Rate 144HzOS & Color","Not mentioned","Not mentioned","16 GB. 2 x 8 GB. Dual-Channel DDR5. 4800 MHzStorage512GB PCIe 4.0 NVMe M.2 SSD","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned"
"ASUS VivoBook Go 15 E1504FA-NJ005W Ryzen 5 7520U 8GB RAM 512GB M.2 AMD Radeon Graphics 15.6- Windows 11","https://www.sigma-computer.com/item?id=6729&name=ASUS_VivoBook_Go_15_E1504FA-NJ005W_Ryzen_5_7520U_8GB_RAM_512GB_M.2_AMD_Radeon_Graphics_15.6-_Windows_11","21000 LE","Laptop","ASUS","E1504FA-NJ005W ","sigma","7801 items","In stock","AMD Ryzen 5 7520U (up to 4.3 GHz)","Not mentioned","15.6-inch FHD. Anti-glare","Not mentioned","Not mentioned","8GB LPDDR5","Not mentioned","Not mentioned","Not mentioned","42WHrs","Not mentioned"
"Asus Vivobook 15 X1504VA-NJ005 Laptop  Intel Core i5-1335U  512GB SSD  8GB RAM  15.6 Inch  FHD  60Hz  Intel UHD Graphics  FREEDOS - Quiet Blue","https://www.sigma-computer.com/item?id=6727&name=Asus_Vivobook_15_X1504VA-NJ005_Laptop,_Intel_Core_i5-1335U,_512GB_SSD,_8GB_RAM,_15.6_Inch,_FHD,_60Hz,_Intel_UHD_Graphics,_FREEDOS_-_Quiet_Blue","22444 LE","Laptop","ASUS","X1504VA-NJ005","sigma","5890 items","In stock","Intel Core i5-1335U (13th Gen)","Not mentioned","15.6" FHD (1920x1080). 60Hz","Not mentioned","Not mentioned","8GB RAM","Not mentioned","Not mentioned","Not mentioned","Not mentioned","FREEDOS"
"NOTEBOOK ASUS AMD VivoBook 15 D1502YA-NJ007W AMD Ryzen 7 7730U 8GB RAM 512GB SSD AMD Radeon Graphics 15.6 Inch FHD  1920 X 1080  IPS 60Hz Windows 11 Home Laptop","https://www.sigma-computer.com/item?id=6725&name=NOTEBOOK_ASUS_AMD_VivoBook_15_D1502YA-NJ007W_AMD_Ryzen_7_7730U_8GB_RAM_512GB_SSD_AMD_Radeon_Graphics_15.6_Inch_FHD_(1920_X_1080)_IPS_60Hz_Windows_11_Home_Laptop","24444 LE","Laptop","ASUS","D1502YA-NJ007W","sigma","5025 items","In stock","AMD Ryzen™ 7 7730U (2.0GHz. up to 4.5GHz. 8 cores. 16 threads)","Not mentioned","15.6" FHD (1920x1080). 60Hz. 250 nits. Anti-glare","Not mentioned","Not mentioned","512GB M.2 NVMe SSD","8GB DDR4 (expandable to 16GB)","Not mentioned","Not mentioned","42WHr. 3-cell Li-ion","Not mentioned"
"ASUS Vivobook 15 X1504VA-NJ017W Laptop  15.6    FHD  1920 X 1080  Display 60Hz  Intel Core I7-1355U   Intel UHD Graphics  8GB RAM  512GB SSD  Windows 11 Home  Quiet Blue","https://www.sigma-computer.com/item?id=6724&name=ASUS_Vivobook_15_X1504VA-NJ017W_Laptop,_15.6”_FHD_(1920_X_1080)_Display_60Hz,_Intel_Core_I7-1355U_,_Intel_UHD_Graphics,_8GB_RAM,_512GB_SSD,_Windows_11_Home,_Quiet_Blue","30672 LE","Laptop","ASUS","X1504VA-NJ017W","sigma","4636 items","In stock","Intel Core i7-1355U. which offers strong performance for multitasking and demanding applications.","Not mentioned","15.6-inch Full HD (1920 x 1080) with a 60Hz refresh rate. providing good clarity for everyday tasks and media consumption.","Not mentioned","Not mentioned","8GB RAM. adequate for most tasks. though it might be limiting for heavy multitasking or memory-intensive applications.","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Windows 11 Home. offering a modern interface and improved features."
"ASUS Vivobook S 15 OLED K5504VA-MA007W  2023   Intel Core I7-13700H 13th Gen  15.6","https://www.sigma-computer.com/item?id=6723&name=ASUS_Vivobook_S_15_OLED_K5504VA-MA007W_(2023),_Intel_Core_I7-13700H_13th_Gen,_15.6","38999 LE","Laptop","ASUS","K5504VA-MA007W","sigma","4429 items","Out of stock","Unleash the possibilities with Vivobook S 15 OLED. the outstanding laptop for school. work or entertainment. With the awesome power of its 13th Gen Intel® Core™ i7 H-series processor and a high-capacity 512GB  SSD. any task is easy — work or play. anywhere. anytime. And everything will look its best on the world-leading 15.6-inch 2.8K 120 Hz1 OLED display! The super-stylish new design with its brilliant colors shouts your personality to the world. Explore further and faster with Vivobook S 15 OLED!Unleash the possibilities with Vivobook S 15 OLED. the outstanding laptop for school. work or entertainment. With the awesome power of its 13th Gen Intel® Core™ i7 H-series processor and a high-capacity 512GB  SSD. any task is easy — work or play. anywhere. anytime. And everything will look its best on the world-leading 15.6-inch 2.8K 120 Hz1 OLED display! The super-stylish new design with its brilliant colors shouts your personality to the world. Explore further and faster with Vivobook S 15 OLED!","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned"
"Laptop Lenovo Legion Slim 7 16IRH8 82Y30060PS - Intel   Core    i7-13700H - NVIDIA   GeForce RTX 4060 8GB - 16GB DDR5-5200 - 1TB SSD M.2 - 16","https://www.sigma-computer.com/item?id=6695&name=Laptop_Lenovo_Legion_Slim_7_16IRH8_82Y30060PS_-_Intel®_Core™_i7-13700H_-_NVIDIA®_GeForce_RTX_4060_8GB_-_16GB_DDR5-5200_-_1TB_SSD_M.2_-_16","76999 LE","Laptop","Lenovo","82Y30060PS","sff4$vjs2hf5kg","12413 items","In stock","ProcessorIntel® Core™ i7-13700H. 14C (6P + 8E) / 20T. P-core 2.4 / 5.0GHz. E-core 1.8 / 3.7GHz. 24MBGraphics","NVIDIA® GeForce RTX™ 4060 8GB GDDR6. Boost Clock 2370MHz. TGP 115WMemory16GB Soldered DDR5-5200","16" 3.2K (3200x2000) IPS 430nits Anti-glare. 100% DCI-P3. 165Hz. Dolby Vision®. G-SYNC®. Low Blue Light. High Gaming PerformanceKeyboardWhite Backlit. English (UK)","Not mentioned","Not mentioned","Storage1TB SSD M.2 2280 PCIe® 4.0x4 NVMe®Display","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned"
"HP Laptop 15-fd0068ne - Intel   Core    i7-1355U - NVIDIA   GeForce   MX570 2GB - 8GB DDR4-3200MHz - 512GB PCIe   NVMe - 15.6","https://www.sigma-computer.com/item?id=6694&name=HP_Laptop_15-fd0068ne_-_Intel®_Core™_i7-1355U_-_NVIDIA®_GeForce®_MX570_2GB_-_8GB_DDR4-3200MHz_-_512GB_PCIe®_NVMe_-_15.6","34999 LE","Laptop","HP","15-fd0068ne","sff4$vjs2hf5kg","2878 items","In stock","Intel® Core™ i7-1355U (up to 5.0 GHz with Intel® Turbo Boost Technology. 12 MB L3 cache. 10 cores. 12 threads)GraphicsNVIDIA® GeForce® MX570 2GB GDDR6","Memory8GB DDR4-3200MHz RAM (1 x 8 GB)Storage","Not mentioned","Not mentioned","Not mentioned","512 GB PCIe® NVMe™ M.2 SSDDisplay39.6 cm (15.6") diagonal. FHD (1920 x 1080). micro-edge. anti-glare. 250 nits. 62.5% sRGB","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned"
"HP Laptop 15-fd0022ne - Intel   Core    i7-1355U - Intel   Iris   X    Graphics - 8GB DDR4-3200 MHz - 512 GB PCIe   NVMe - 15.6  FHD IPS - Natural Silver.","https://www.sigma-computer.com/item?id=6693&name=HP_Laptop_15-fd0022ne_-_Intel®_Core™_i7-1355U_-_Intel®_Iris®_Xᶱ_Graphics_-_8GB_DDR4-3200_MHz_-_512_GB_PCIe®_NVMe_-_15.6","30499 LE","Laptop","HP","15-fd0022ne","sff4$vjs2hf5kg","2418 items","Out of stock","Intel® Core™ i7-1355U (up to 5.0 GHz with Intel® Turbo Boost Technology. 12 MB L3 cache. 10 cores. 12 threads)GraphicsIntel® Iris® Xᶱ Graphics","Memory8 GB DDR4-3200 MHz RAM (1 x 8 GB)Storage","Not mentioned","Not mentioned","Not mentioned","512 GB PCIe® NVMe™ M.2 SSDDisplay39.6 cm (15.6") diagonal. FHD (1920 x 1080). IPS. micro-edge. anti-glare. 250 nits. 45% NTSC","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned"
"HP Laptop 15-fd0052ne - Intel   Core    i5-1334U - NVIDIA   GeForce   MX570 2GB - 8GB DDR4-3200 MHz - 512 GB PCIe   NVMe    M.2 - 15.6  FHD  1920 x 1080  - Natural Silver.","https://www.sigma-computer.com/item?id=6692&name=HP_Laptop_15-fd0052ne_-_Intel®_Core™_i5-1334U_-_NVIDIA®_GeForce®_MX570_2GB_-_8GB_DDR4-3200_MHz_-_512_GB_PCIe®_NVMe™_M.2_-_15.6","29999 LE","Laptop","HP","15-fd0052ne","sff4$vjs2hf5kg","2383 items","In stock","Intel® Core™ i5-1334U (up to 4.6 GHz with Intel® Turbo Boost Technology. 12 MB L3 cache. 10 cores. 12 threads)GraphicsNVIDIA® GeForce® MX570 2GB GDDR6","Memory8 GB DDR4-3200 MHz RAM (1 x 8 GB)Storage","Not mentioned","Not mentioned","Not mentioned","512 GB PCIe® NVMe™ M.2 SSDDisplay39.6 cm (15.6") diagonal. FHD (1920 x 1080). micro-edge. anti-glare. 250 nits. 62.5% sRGB","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned"
"HP Laptop 15-fd0054ne - Intel   Core    i5-1334U - Intel   Iris   X    Graphics - 8GB DDR4-3200 MHz - 512GB PCIe   NVMe - 15.6","https://www.sigma-computer.com/item?id=6691&name=HP_Laptop_15-fd0054ne_-_Intel®_Core™_i5-1334U_-_Intel®_Iris®_Xᶱ_Graphics_-_8GB_DDR4-3200_MHz_-_512GB_PCIe®_NVMe_-_15.6","24999 LE","Laptop","HP","15-fd0054ne","sff4$vjs2hf5kg","3978 items","In stock","Intel® Core™ i5-1334U (up to 4.6 GHz with Intel® Turbo Boost Technology. 12 MB L3 cache. 10 cores. 12 threads)GraphicsIntel® Iris® Xᶱ Graphics","Memory8 GB DDR4-3200 MHz RAM (1 x 8 GB)Storage","Natural silver","Not mentioned","Not mentioned","512 GB PCIe® NVMe™ M.2 SSDDisplay39.6 cm (15.6") diagonal. FHD (1920 x 1080). micro-edge. anti-glare. 250 nits. 62.5% sRGB","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned"
"HP Laptop 15-fd0032ne - Intel   Core    i3-1315U - Intel   UHD Graphics - 4GB DDR4-3200 - 256GB PCIe   NVMe - 15.6 FHD IPS - Warm Gold.","https://www.sigma-computer.com/item?id=6690&name=HP_Laptop_15-fd0032ne_-_Intel®_Core™_i3-1315U_-_Intel®_UHD_Graphics_-_4GB_DDR4-3200_-_256GB_PCIe®_NVMe_-_15.6_FHD_IPS_-_Warm_Gold._","17999 LE","Laptop","HP","15-fd0032ne","sff4$vjs2hf5kg","2475 items","In stock","Intel® Core™ i3-1315U (up to 4.5 GHz with Intel® Turbo Boost Technology. 10 MB L3 cache. 6 cores. 8 threads)GraphicsIntel® UHD Graphics","Memory4 GB DDR4-3200 MHz RAM (1 x 4 GB)Storage","Not mentioned","Not mentioned","Not mentioned","256 GB PCIe® NVMe™ M.2 SSDDisplay39.6 cm (15.6") diagonal. FHD (1920 x 1080). IPS. micro-edge. anti-glare. 250 nits. 45% NTSC","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned"
"HP Laptop 15-fd0033ne - Intel   Core    i3-1315U - Intel   UHD Graphics - 4GB DDR4-3200 - 256GB PCIe   NVMe - 15.6  FHD IPS - Natural silver.","https://www.sigma-computer.com/item?id=6688&name=HP_Laptop_15-fd0033ne_-_Intel®_Core™_i3-1315U_-_Intel®_UHD_Graphics_-_4GB_DDR4-3200_-_256GB_PCIe®_NVMe_-_15.6","17999 LE","Laptop","HP","15-fd0033ne","sff4$vjs2hf5kg","2299 items","In stock","Intel® UHD Graphics4 GB DDR4-3200 MHz RAM (1 x 4 GB)256 GB PCIe® NVMe™ M.2 SSD","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned"
"Laptop Lenovo LOQ 15IAX9 83GS008QED - Intel   Core    i5-12450HX - NVIDIA GeForce RTX 2050 4GB - 8GB SO-DIMM DDR5-4800 - 512GB SSD M.2 - 15.6 FHD IPS  300 nits  Anti-glare  100  sRGB  144Hz","https://www.sigma-computer.com/item?id=6683&name=Laptop_Lenovo_LOQ_15IAX9_83GS008QED_-_Intel®_Core™_i5-12450HX_-_NVIDIA_GeForce_RTX_2050_4GB_-_8GB_SO-DIMM_DDR5-4800_-_512GB_SSD_M.2_-_15.6_FHD_IPS,_300_nits,_Anti-glare,_100%_sRGB,_144Hz","30499 LE","Laptop","Lenovo","83GS008QED","sff4$vjs2hf5kg","36651 items","In stock","Intel® Core™ i5-12450HX. 8 cores (4 Performance-cores + 4 Efficient-cores). 12 threads. Performance-core up to 4.4 GHz. Efficient-core up to 3.1 GHz. 12 MB cache","Not mentioned","15.6" FHD (1920x1080) IPS. 300 nits. Anti-glare. 100% sRGB. 144Hz. G-SYNC®","Not mentioned","Not mentioned","1x 8GB SO-DIMM DDR5-4800","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned"
